Portfolio Values
Date,Portfolio Value
portfolio_value,"date
2016-09-11    1000.000000
2016-09-12    1000.000000
2016-09-13    1000.000000
2016-09-14    1000.000000
2016-09-15    1000.000000
                 ...     
2021-09-06    4760.645830
2021-09-07    4747.609298
2021-09-08    4565.478695
2021-09-09    4550.801212
2021-09-10    4570.237998
Name: portfolio_value, Length: 1826, dtype: float64"

Trade History
Date,Asset,Action,Units,Price,Cost/Revenue
2016-09-28 00:00:00,GOLD,buy,0.7486570963334519,1322.5
2016-10-05 00:00:00,GOLD,sell,0.7486570963334519,1269.4
2016-11-04 00:00:00,GOLD,buy,0.715018881574816,1302.8
2016-11-16 00:00:00,GOLD,sell,0.715018881574816,1229.2
2017-01-10 00:00:00,GOLD,buy,0.7242515551833045,1189.5
2017-03-10 00:00:00,GOLD,sell,0.7242515551833045,1202.65
2017-03-27 00:00:00,GOLD,buy,0.6789178876518811,1257.55
2017-05-05 00:00:00,GOLD,sell,0.6789178876518811,1228.05
2017-05-30 00:00:00,GOLD,buy,0.6472125665116346,1262.7
2017-06-22 00:00:00,GOLD,sell,0.6472125665116346,1250.8
2017-07-26 00:00:00,BTC,buy,0.3064086378390254,2564.3
2017-09-13 00:00:00,BTC,sell,0.3064086378390254,3961.271267
2017-10-02 00:00:00,BTC,buy,0.26583084140390567,4386.88375
2017-12-29 00:00:00,BTC,sell,0.26583084140390567,14214.01
2018-01-02 00:00:00,GOLD,buy,2.0,1312.05
2018-02-13 00:00:00,GOLD,sell,2.0,1325.35
2018-02-20 00:00:00,BTC,buy,0.31646932833155966,11390.39167
2018-03-12 00:00:00,BTC,sell,0.31646932833155966,9182.843333
2018-03-29 00:00:00,GOLD,buy,2.0,1323.85
2018-04-19 00:00:00,BTC,buy,0.0208393704648945,8175.96
2018-04-30 00:00:00,GOLD,sell,2.0,1313.2
2018-05-15 00:00:00,BTC,sell,0.0208393704648945,8511.458
2018-07-09 00:00:00,BTC,buy,0.40445484366384393,6724.04
2018-08-09 00:00:00,BTC,sell,0.40445484366384393,6396.7725
2018-08-30 00:00:00,BTC,buy,0.3585558329808512,6932.6625
2018-09-12 00:00:00,BTC,sell,0.3585558329808512,6273.1375
2018-09-18 00:00:00,GOLD,buy,1.8184136314587802,1200.2
2018-10-01 00:00:00,GOLD,sell,1.8184136314587802,1189.35
2018-10-12 00:00:00,GOLD,buy,1.7379823004224975,1219.75
2018-11-15 00:00:00,GOLD,sell,1.7379823004224975,1211.85
2018-12-03 00:00:00,GOLD,buy,1.6780195382268779,1230.3
2019-03-06 00:00:00,GOLD,sell,1.6780195382268779,1285.85
2019-05-15 00:00:00,GOLD,buy,1.6280155941902967,1299.1
2019-05-29 00:00:00,GOLD,sell,1.6280155941902967,1281.65
2019-06-03 00:00:00,GOLD,buy,1.5528269987326293,1317.1
2019-09-18 00:00:00,GOLD,sell,1.5528269987326293,1503.5
2019-10-28 00:00:00,BTC,buy,0.23724011722537985,9551.54
2019-11-17 00:00:00,BTC,sell,0.23724011722537985,8482.7
2019-12-16 00:00:00,GOLD,buy,1.321240539687351,1477.9
2020-03-18 00:00:00,GOLD,sell,1.321240539687351,1498.2
2020-04-03 00:00:00,GOLD,buy,1.2028298938542128,1613.1
2020-04-06 00:00:00,BTC,buy,3.289079181543474e-17,6777.44
2020-05-29 00:00:00,BTC,sell,3.289079181543474e-17,9569.21
2020-06-02 00:00:00,BTC,buy,2.9634395953905235e-17,10204.23
2020-06-08 00:00:00,GOLD,sell,1.2028298938542128,1690.35
2020-06-10 00:00:00,GOLD,buy,1.157307891995928,1722.05
2020-06-15 00:00:00,GOLD,sell,1.157307891995928,1710.45
2020-06-19 00:00:00,GOLD,buy,1.1185006034343354,1734.75
2020-06-21 00:00:00,BTC,sell,2.9634395953905235e-17,9357.43
2020-07-16 00:00:00,BTC,buy,2.897992234721724e-17,9193.51
2020-07-17 00:00:00,BTC,sell,2.897992234721724e-17,9131.0
2020-07-23 00:00:00,BTC,buy,2.6657011954730933e-17,9537.4
2020-08-29 00:00:00,BTC,sell,2.6657011954730933e-17,11534.75
2020-09-01 00:00:00,GOLD,sell,1.1185006034343354,1972.35
2020-10-02 00:00:00,BTC,buy,0.20163308449641595,10619.24
2021-01-27 00:00:00,BTC,sell,0.20163308449641595,32541.8
2021-02-07 00:00:00,BTC,buy,0.16031706542043722,39323.26
2021-03-07 00:00:00,BTC,sell,0.16031706542043722,48881.59
2021-03-10 00:00:00,BTC,buy,0.13719075666156036,54881.52
2021-04-24 00:00:00,BTC,sell,0.13719075666156036,51153.13
2021-05-10 00:00:00,BTC,buy,0.11569057650856836,58280.73
2021-05-13 00:00:00,BTC,sell,0.11569057650856836,49007.09
2021-06-18 00:00:00,BTC,buy,0.14309428450426018,38068.04
2021-06-24 00:00:00,BTC,sell,0.14309428450426018,33674.66
2021-07-20 00:00:00,GOLD,buy,2.0,1823.05
2021-07-28 00:00:00,BTC,buy,0.02586743210924342,39405.95
2021-08-09 00:00:00,GOLD,sell,2.0,1738.85
2021-08-31 00:00:00,GOLD,buy,1.878301046072869,1814.85

Signals for BTC
Date,Signal,Position
2016-09-11 00:00:00,621.65,0,0.0
2016-09-12 00:00:00,609.67,0,0.0
2016-09-13 00:00:00,610.92,0,0.0
2016-09-14 00:00:00,608.82,0,0.0
2016-09-15 00:00:00,610.38,0,0.0
2016-09-16 00:00:00,609.11,0,0.0
2016-09-17 00:00:00,607.04,0,0.0
2016-09-18 00:00:00,611.58,0,0.0
2016-09-19 00:00:00,610.19,0,0.0
2016-09-20 00:00:00,608.66,0,0.0
2016-09-21 00:00:00,598.88,-1,-1.0
2016-09-22 00:00:00,597.42,-1,0.0
2016-09-23 00:00:00,594.08,-1,0.0
2016-09-24 00:00:00,603.88,-1,0.0
2016-09-25 00:00:00,601.74,-1,0.0
2016-09-26 00:00:00,598.98,-1,0.0
2016-09-27 00:00:00,605.96,-1,0.0
2016-09-28 00:00:00,605.67,-1,0.0
2016-09-29 00:00:00,603.85,-1,0.0
2016-09-30 00:00:00,609.39,-1,0.0
2016-10-01 00:00:00,614.82,-1,0.0
2016-10-02 00:00:00,612.98,-1,0.0
2016-10-03 00:00:00,611.85,-1,0.0
2016-10-04 00:00:00,609.62,1,2.0
2016-10-05 00:00:00,607.18,1,0.0
2016-10-06 00:00:00,612.08,1,0.0
2016-10-07 00:00:00,617.21,1,0.0
2016-10-08 00:00:00,614.74,1,0.0
2016-10-09 00:00:00,615.65,1,0.0
2016-10-10 00:00:00,617.54,1,0.0
2016-10-11 00:00:00,614.77,1,0.0
2016-10-12 00:00:00,635.01,1,0.0
2016-10-13 00:00:00,635.96,1,0.0
2016-10-14 00:00:00,634.02,1,0.0
2016-10-15 00:00:00,637.94,1,0.0
2016-10-16 00:00:00,641.42,1,0.0
2016-10-17 00:00:00,638.97,1,0.0
2016-10-18 00:00:00,636.29,1,0.0
2016-10-19 00:00:00,629.25,1,0.0
2016-10-20 00:00:00,627.72,1,0.0
2016-10-21 00:00:00,631.92,1,0.0
2016-10-22 00:00:00,655.48,1,0.0
2016-10-23 00:00:00,653.25,1,0.0
2016-10-24 00:00:00,651.39,1,0.0
2016-10-25 00:00:00,655.31,1,0.0
2016-10-26 00:00:00,651.45,1,0.0
2016-10-27 00:00:00,682.22,1,0.0
2016-10-28 00:00:00,687.68,1,0.0
2016-10-29 00:00:00,685.91,1,0.0
2016-10-30 00:00:00,698.0,1,0.0
2016-10-31 00:00:00,702.0,1,0.0
2016-11-01 00:00:00,697.01,1,0.0
2016-11-02 00:00:00,733.33,1,0.0
2016-11-03 00:00:00,686.17,1,0.0
2016-11-04 00:00:00,683.69,1,0.0
2016-11-05 00:00:00,704.79,1,0.0
2016-11-06 00:00:00,712.0,1,0.0
2016-11-07 00:00:00,709.96,1,0.0
2016-11-08 00:00:00,708.97,1,0.0
2016-11-09 00:00:00,720.93,1,0.0
2016-11-10 00:00:00,721.5,1,0.0
2016-11-11 00:00:00,715.45,1,0.0
2016-11-12 00:00:00,703.71,1,0.0
2016-11-13 00:00:00,702.28,1,0.0
2016-11-14 00:00:00,706.46,1,0.0
2016-11-15 00:00:00,710.91,1,0.0
2016-11-16 00:00:00,711.73,1,0.0
2016-11-17 00:00:00,736.96,1,0.0
2016-11-18 00:00:00,747.52,1,0.0
2016-11-19 00:00:00,748.98,1,0.0
2016-11-20 00:00:00,729.06,1,0.0
2016-11-21 00:00:00,738.53,1,0.0
2016-11-22 00:00:00,736.97,1,0.0
2016-11-23 00:00:00,741.63,1,0.0
2016-11-24 00:00:00,737.45,1,0.0
2016-11-25 00:00:00,735.64,1,0.0
2016-11-26 00:00:00,733.67,1,0.0
2016-11-27 00:00:00,727.96,1,0.0
2016-11-28 00:00:00,727.31,1,0.0
2016-11-29 00:00:00,732.71,1,0.0
2016-11-30 00:00:00,742.69,1,0.0
2016-12-01 00:00:00,742.05,1,0.0
2016-12-02 00:00:00,772.43,1,0.0
