Date,Portfolio_Value,Trade_Date,Asset,Action,Units,Price,Cost/Revenue,Cash,Position,price,short_ma,long_ma,BTC_signal,GOLD_signal
2016-09-11,1000.0,2016-09-28,GOLD,buy,0.7486570963334519,1322.5,1000.0000000000001,-1.1368683772161603e-13,0.7486570963334519,621.65,621.65,621.65,0,0.0
2016-09-12,1000.0,2016-10-05,GOLD,sell,0.7486570963334519,1269.4,940.841864904827,940.8418649048269,0.0,609.67,615.66,615.66,0,0.0
2016-09-13,1000.0,2016-10-06,BTC,buy,1.0,612.08,624.3216000000001,316.52026490482683,1.0,610.92,614.0799999999999,614.0799999999999,0,0.0
2016-09-14,1000.0,2016-10-07,BTC,buy,0.5027688877380642,617.21,316.5202649048268,5.684341886080802e-14,1.502768887738064,608.82,612.765,612.765,0,0.0
2016-09-15,1000.0,2016-10-08,BTC,buy,9.065432869245537e-17,614.74,5.684341886080802e-14,0.0,1.502768887738064,610.38,612.288,612.288,0,0.0
2016-09-16,1000.0,2017-01-14,BTC,sell,1.0,817.91,801.5518,801.5518,0.502768887738064,609.11,611.7583333333333,611.7583333333333,0,0.0
2016-09-17,1000.0,2017-01-15,BTC,sell,0.502768887738064,819.55,403.8033571068158,1205.3551571068158,0.0,607.04,611.0842857142858,611.0842857142858,0,0.0
2016-09-18,1000.0,2017-01-16,GOLD,buy,0.9920373629513805,1203.0,1205.3551571068158,0.0,0.9920373629513805,611.58,611.14625,611.14625,0,0.0
2016-09-19,1000.0,2017-03-10,GOLD,sell,0.9920373629513805,1202.65,1181.1429972079432,1181.1429972079432,0.0,610.19,611.04,611.04,0,0.0
2016-09-20,1000.0,2017-03-11,BTC,buy,0.9820409896461433,1179.159875,1181.1429972079432,0.0,0.9820409896461433,608.66,610.802,610.802,0,0.0
2016-09-21,1000.0,2017-03-19,BTC,sell,0.9820409896461433,967.69,931.3050203652629,931.3050203652629,0.0,598.88,608.525,609.7181818181817,-1,-1.0
2016-09-22,1000.0,2017-03-27,GOLD,buy,0.7332385818293254,1257.55,931.3050203652629,0.0,0.7332385818293254,597.42,607.3,608.6933333333333,-1,-1.0
2016-09-23,1000.0,2017-05-05,GOLD,sell,0.7332385818293254,1228.05,891.449104011348,891.449104011348,0.0,594.08,605.616,607.5692307692308,-1,1.0
2016-09-24,1000.0,2017-05-06,BTC,buy,0.5754533068741051,1518.75,891.4491040113481,-1.1368683772161603e-13,0.5754533068741051,603.88,605.1220000000001,607.3057142857143,-1,1.0
2016-09-25,1000.0,2017-06-29,BTC,sell,0.5754533068741051,2558.3,1442.7385510765027,1442.7385510765025,0.0,601.74,604.258,606.9346666666667,-1,1.0
2016-09-26,1000.0,2017-07-26,BTC,buy,0.5515928557028912,2564.3,1442.7385510765025,0.0,0.5515928557028912,598.98,603.245,606.4375,-1,1.0
2016-09-27,1000.0,2017-09-13,BTC,sell,0.5515928557028912,3961.271267,2141.308751770773,2141.308751770773,0.0,605.96,603.137,606.4094117647059,-1,1.0
2016-09-28,1000.0,2017-09-13,GOLD,buy,1.0,1327.55,1340.8255,800.4832517707732,1.0,605.67,602.546,606.3683333333333,-1,-1.0
2016-09-29,986.8049186771227,2017-09-14,GOLD,buy,0.5983599524522046,1324.55,800.4832517707733,-1.1368683772161603e-13,1.5983599524522045,603.85,601.912,606.2357894736842,-1,-1.0
2016-09-30,990.09900990099,2017-09-26,GOLD,sell,1.0,1300.05,1287.0494999999999,1287.0494999999996,0.5983599524522045,609.39,601.985,606.3935,-1,-1.0
2016-10-01,-1.1368683772161603e-13,2017-09-27,GOLD,sell,0.5983599524522045,1282.55,759.7522914473991,2046.8017914473987,0.0,614.82,603.5790000000001,606.7947619047619,-1,-1.0
2016-10-02,-1.1368683772161603e-13,2017-10-02,BTC,buy,0.45742457228041333,4386.88375,2046.8017914473987,0.0,0.45742457228041333,612.98,605.135,607.0759090909091,-1,-1.0
2016-10-03,983.2113646147222,2017-12-29,BTC,sell,0.45742457228041333,14214.01,6371.800695746728,6371.800695746728,0.0,611.85,606.912,607.2834782608696,-1,-1.0
2016-10-04,960.7516517247187,2018-01-02,GOLD,buy,1.0,1312.05,1325.1705,5046.630195746728,1.0,609.62,607.4860000000001,607.3808333333333,1,-1.0
2016-10-05,950.3453180856837,2018-01-03,GOLD,buy,1.0,1314.9,1328.0490000000002,3718.5811957467276,2.0,607.18,608.03,607.3728,1,-1.0
2016-10-06,940.8418649048269,2018-01-04,GOLD,buy,1.0,1314.5,1327.645,2390.9361957467277,3.0,612.08,609.3399999999999,607.5538461538462,1,-1.0
2016-10-07,933.7302649048269,2018-01-05,GOLD,buy,1.0,1317.15,1330.3215,1060.6146957467276,4.0,617.21,610.4649999999999,607.9114814814815,1,-1.0
2016-10-08,923.8121460480975,2018-01-08,GOLD,buy,0.7955707111218416,1319.95,1060.6146957467276,0.0,4.795570711121842,614.74,611.3720000000001,608.155357142857,1,-1.0
2016-10-09,925.1796657359391,2018-02-13,GOLD,sell,1.0,1325.35,1312.0964999999999,1312.0964999999999,3.795570711121842,615.65,612.552,608.4137931034483,1,-1.0
2016-10-10,928.019898933764,2018-02-14,GOLD,sell,1.0,1336.25,1322.8875,2634.984,2.795570711121842,617.54,613.367,608.7180000000001,1,-1.0
2016-10-11,923.8572291147296,2018-02-15,GOLD,sell,1.0,1352.45,1338.9255,3973.9094999999998,1.795570711121842,614.77,613.3620000000001,608.4886666666666,1,-1.0
2016-10-12,954.2732714025481,2018-02-16,GOLD,sell,1.0,1352.1,1338.579,5312.4884999999995,0.795570711121842,635.01,615.5649999999999,609.3333333333334,1,-1.0
2016-10-13,955.7009018458992,2018-02-19,GOLD,sell,0.795570711121842,1346.6,1060.6023644007057,6373.090864400705,0.0,635.96,617.9759999999999,610.1679999999999,1,-1.0
2016-10-14,952.7855302036874,2018-02-20,BTC,buy,0.5485437620980476,11390.39167,6373.090864400705,0.0,0.5485437620980476,634.02,620.4159999999999,611.0079999999999,1,-1.0
2016-10-15,958.6763842436206,2018-03-12,BTC,sell,0.5485437620980476,9182.843333,4936.447600067979,4936.447600067979,0.0,637.94,623.492,611.9266666666667,1,-1.0
2016-10-16,963.906019972949,2018-03-29,GOLD,buy,1.0,1323.85,1337.0884999999998,3599.359100067979,1.0,641.42,626.426,613.0036666666667,1,-1.0
2016-10-17,960.2242361979909,2018-04-03,GOLD,buy,1.0,1333.45,1346.7845,2252.574600067979,2.0,638.97,628.602,614.068,1,-1.0
2016-10-18,956.1968155788527,2018-04-04,GOLD,buy,1.0,1337.3,1350.673,901.9016000679792,3.0,636.29,630.757,614.8916666666667,1,-1.0
2016-10-19,945.6173226091768,2018-04-05,GOLD,buy,0.6725705213944603,1327.7,901.9016000679792,0.0,3.6725705213944604,629.25,632.117,615.5269999999999,1,-1.0
2016-10-20,943.3180862109376,2018-04-30,GOLD,sell,1.0,1313.2,1300.068,1300.068,2.6725705213944604,627.72,633.135,616.1623333333333,1,1.0
2016-10-21,949.6297155394374,2018-05-01,BTC,buy,0.13794789471221386,9239.55,1300.0680000000002,-2.2737367544323206e-13,0.13794789471221386,631.92,634.85,617.2636666666666,1,1.0
2016-10-22,985.0349505345463,2018-05-01,GOLD,sell,1.0,1307.1,1294.029,1294.0289999999998,1.6725705213944604,655.48,636.897,619.1990000000001,1,1.0
2016-10-23,981.6837759148904,2018-05-02,BTC,buy,0.13757697370807304,9221.426,1294.0289999999998,0.0,0.2755248684202869,653.25,638.626,621.1713333333333,1,1.0
2016-10-24,978.8886257836975,2018-05-02,GOLD,sell,1.0,1304.2,1291.1580000000001,1291.1580000000001,0.6725705213944604,651.39,640.363,622.755,1,1.0
2016-10-25,984.7794798236307,2018-05-03,BTC,buy,0.1313212925235192,9639.268333,1291.1580000000001,0.0,0.4068461609438061,655.31,642.1,624.5406666666667,1,1.0
2016-10-26,978.9787919169619,2018-05-03,GOLD,sell,0.6725705213944604,1315.05,875.6192255181872,875.6192255181872,0.0,651.45,643.1030000000001,626.2896666666667,1,1.0
2016-10-27,1025.218990592662,2018-05-04,BTC,buy,0.08801593515010349,9753.35,875.6192255181871,1.1368683772161603e-13,0.4948620960939096,682.22,647.428,628.8316666666667,1,1.0
2016-10-28,1033.4241087197117,2018-05-05,BTC,buy,1.1369396860346122e-17,9803.306667,1.1368683772161603e-13,0.0,0.4948620960939096,687.68,652.567,631.5653333333333,1,-1.0
2016-10-29,1030.7642077884154,2018-05-15,BTC,sell,0.4948620960939096,8511.458,4127.75798776137,4127.75798776137,0.0,685.91,658.233,634.3006666666666,1,-1.0
2016-10-30,1048.9326836411688,2018-07-09,BTC,buy,0.6018437660437466,6724.04,4127.75798776137,0.0,0.6018437660437466,698.0,665.261,637.2543333333334,1,-1.0
2016-10-31,1054.943759192121,2018-08-09,BTC,sell,0.6018437660437466,6396.7725,3772.8604988865704,3772.8604988865704,0.0,702.0,672.269,640.1603333333334,1,-1.0
2016-11-01,1047.444942442308,2018-08-30,BTC,buy,0.5335443405828074,6932.6625,3772.860498886571,-4.547473508864641e-13,0.5335443405828074,697.01,676.422,642.9613333333333,1,-1.0
2016-11-02,1102.0255084449545,2018-09-12,BTC,sell,0.5335443405828074,6273.1375,3280.057070606325,3280.0570706063245,0.0,733.33,684.4300000000001,647.0106666666667,1,-1.0
2016-11-03,1031.1549276992273,2018-09-18,GOLD,buy,1.0,1200.2,1212.202,2067.8550706063243,1.0,686.17,687.908,649.5623333333333,1,-1.0
2016-11-04,1027.428060857637,2018-09-19,GOLD,buy,1.0,1203.3,1215.3329999999999,852.5220706063244,2.0,683.69,690.746,652.1126666666667,1,-1.0
2016-11-05,1059.13648438891,2018-09-20,GOLD,buy,0.6985403716026515,1208.35,852.5220706063245,-1.1368683772161603e-13,2.6985403716026513,704.79,696.08,655.203,1,-1.0
2016-11-06,1069.9714480695015,2018-10-01,GOLD,sell,1.0,1189.35,1177.4565,1177.4564999999998,1.6985403716026513,712.0,699.058,658.3626666666667,1,-1.0
2016-11-07,1066.905799538516,2018-10-02,BTC,buy,0.1759000683294596,6562.641667,1177.4564999999998,0.0,0.1759000683294596,709.96,701.286,661.5366666666667,1,-1.0
2016-11-08,1065.4180583396553,2018-10-02,GOLD,sell,1.0,1204.7,1192.653,1192.653,0.6985403716026513,708.97,703.592,664.6473333333332,1,-1.0
2016-11-09,1083.3911742370024,2018-10-03,BTC,buy,0.18071018720378268,6470.4025,1192.653,0.0,0.35661025553324227,720.93,705.885,668.0936666666665,1,-1.0
2016-11-10,1084.2477525030133,2018-10-03,GOLD,sell,0.6985403716026513,1201.2,830.6958274254137,830.6958274254137,0.0,721.5,707.835,671.6513333333332,1,-1.0
2016-11-11,1075.156000732198,2018-10-04,BTC,buy,0.12560789452159235,6483.73,830.6958274254135,1.1368683772161603e-13,0.4822181500548346,715.45,709.679,674.3326666666667,1,-1.0
2016-11-12,1057.5134939901532,2018-10-05,BTC,buy,1.6968386961424725e-17,6568.549167,1.1368683772161603e-13,0.0,0.4822181500548346,703.71,706.717,676.591,1,-1.0
2016-11-13,1055.3645344806876,2018-10-12,BTC,sell,0.4822181500548346,6260.530833,2958.5627647175024,2958.5627647175024,0.0,702.28,708.328,678.8663333333334,1,-1.0
2016-11-14,1061.6461084314328,2018-10-12,GOLD,buy,1.0,1219.75,1231.9475,1726.6152647175024,1.0,706.46,710.605,681.1503333333333,1,-1.0
2016-11-15,1068.333429981867,2018-10-15,GOLD,buy,1.0,1229.95,1242.2495000000001,484.3657647175023,2.0,710.91,711.217,683.4666666666667,1,-1.0
2016-11-16,1069.5657004698123,2018-10-16,GOLD,buy,0.38967259614588035,1230.7,484.3657647175023,0.0,2.3896725961458802,711.73,711.19,685.8919999999999,1,-1.0
2016-11-17,1107.4805595074438,2018-11-15,GOLD,sell,1.0,1211.85,1199.7314999999999,1199.7314999999999,1.3896725961458802,736.96,713.8900000000001,689.2476666666666,1,-1.0
2016-11-18,1123.3497989619575,2018-11-16,GOLD,sell,1.0,1222.4,1210.1760000000002,2409.9075000000003,0.38967259614588023,747.52,717.745,693.19,1,-1.0
2016-11-19,1125.5438415380552,2018-11-19,GOLD,sell,0.38967259614588023,1221.6,471.26380301728915,2881.1713030172896,0.0,748.98,720.55,697.232,1,-1.0
2016-11-20,1095.6086852943129,2018-12-03,GOLD,buy,1.0,1230.3,1242.603,1638.5683030172895,1.0,729.06,721.3059999999999,700.4699999999999,1,-1.0
2016-11-21,1109.8399066611923,2018-12-04,GOLD,buy,1.0,1240.3,1252.703,385.86530301728953,2.0,738.53,723.6139999999999,703.2383333333332,1,-1.0
2016-11-22,1107.4955871963211,2018-12-05,GOLD,buy,0.30912278863384085,1235.9,385.8653030172896,-5.684341886080802e-14,2.309122788633841,736.97,726.9399999999999,706.029,1,-1.0
2016-11-23,1114.4984902131805,2019-03-06,GOLD,sell,1.0,1285.85,1272.9914999999999,1272.9914999999999,1.3091227886338408,741.63,730.875,709.037,1,-1.0
2016-11-24,1108.2169162624355,2019-03-07,BTC,buy,0.32191879550484054,3876.85,1272.9914999999999,0.0,0.32191879550484054,737.45,733.9739999999999,711.775,1,-1.0
2016-11-25,1105.4969045756295,2019-03-07,GOLD,sell,1.0,1285.3,1272.447,1272.447,0.3091227886338408,735.64,736.447,714.5813333333334,1,-1.0
2016-11-26,1102.5364498667855,2019-03-08,BTC,buy,0.3209557064190081,3886.82,1272.447,0.0,0.6428745019238487,733.67,738.641,716.2963333333333,1,-1.0
2016-11-27,1093.9556395178013,2019-03-08,GOLD,sell,0.3091227886338408,1296.75,396.8464263993237,396.8464263993237,0.0,727.96,737.741,717.6389999999999,1,-1.0
2016-11-28,1092.9788397407713,2019-03-09,BTC,buy,0.1003790348509545,3875.96,396.8464263993237,0.0,0.7432535367748031,727.31,735.72,719.019,1,-1.0
2016-11-29,1101.093791734557,2019-06-11,BTC,sell,0.7432535367748031,8020.38,5841.952285252338,5841.952285252338,0.0,732.71,734.093,720.1759999999999,1,-1.0
2016-11-30,1116.091425234183,2019-06-11,GOLD,buy,1.0,1324.3,1337.543,4504.409285252338,1.0,742.69,735.456,721.5323333333333,1,-1.0
2016-12-01,1115.1296531460303,2019-06-12,GOLD,buy,1.0,1332.35,1345.6734999999999,3158.7357852523382,2.0,742.05,735.8080000000001,723.0336666666667,1,-1.0
2016-12-02,1160.7837719555127,2019-06-13,GOLD,buy,1.0,1335.9,1349.259,1809.4767852523382,3.0,772.43,739.354,724.337,1,-1.0
2016-12-03,1148.6113439648345,2019-06-14,GOLD,buy,1.0,1351.25,1364.7625,444.7142852523382,4.0,764.33,741.624,726.9423333333333,1,1.0
2016-12-04,1146.5675782775108,2019-06-17,BTC,buy,0.04855717595255301,8978.99,444.71428525233824,-5.684341886080802e-14,0.04855717595255301,762.97,744.176,729.5849999999999,1,1.0
2016-12-05,1134.0344857537752,2019-07-19,BTC,sell,0.04855717595255301,10638.56,506.2468612057565,506.24686120575643,0.0,754.63,746.075,731.2463333333333,1,1.0
2016-12-06,1137.024995840374,2019-07-19,GOLD,buy,0.3481520567099419,1439.7,506.24686120575643,0.0,4.348152056709942,756.62,748.37,732.7336666666666,1,1.0
2016-12-07,1140.5865581043133,2019-09-18,GOLD,sell,1.0,1503.5,1488.465,1488.465,3.3481520567099423,758.99,751.473,734.368,1,1.0
2016-12-08,1156.7112682697427,2019-09-19,BTC,buy,0.1436639411282308,10157.59,1488.465,0.0,0.1436639411282308,769.72,755.714,736.3929999999999,1,1.0
